Cycle,District,Jurisdiction,Name,Path,Race,Station
2018,,Non-Candidate Issue Ads,ACLU 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/ACLU 2018,,KPNX
2018,,Non-Candidate Issue Ads,DAGA-Democratic Attorneys General Association 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/DAGA-Democratic Attorneys General Association 2018,,KPNX
2018,,Non-Candidate Issue Ads,Chispa AZ Pac 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Chispa AZ Pac 2018,,KPNX
2018,,Non-Candidate Issue Ads,Patriot Majority USA 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA 2018,,KPNX
2018,,Non-Candidate Issue Ads,US Chamber of Commerce 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce 2018,,KPNX
2018,,Non-Candidate Issue Ads,Working Families Party Ind Expenditure Committee 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Working Families Party Ind Expenditure Committee 2018,,KPNX
2018,,Non-Candidate Issue Ads,Clean Energy for A Healthy AZ 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for A Healthy AZ 2018,,KPNX
2018,,Non-Candidate Issue Ads,House Majority Pac 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/House Majority Pac 2018,,KPNX
2018,,Non-Candidate Issue Ads,One Nation 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018,,KPNX
2018,,Non-Candidate Issue Ads,AZ Education Project 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/AZ Education Project 2018,,KPNX
2018,,Non-Candidate Issue Ads,AZ For Affordable Electric 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/AZ For Affordable Electric 2018,,KPNX
2018,,Non-Candidate Issue Ads,Red and Gold 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Red and Gold 2018,,KPNX
2018,,Non-Candidate Issue Ads,NRCC-IE 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE 2018,,KPNX
2018,,Non-Candidate Issue Ads,45 Committee 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/45 Committee 2018,,KPNX
2018,,Non-Candidate Issue Ads,Citizens for Fair Tax Policy 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Citizens for Fair Tax Policy 2018,,KPNX
2018,,Non-Candidate Issue Ads,Majority Forward 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward 2018,,KPNX
2018,,Non-Candidate Issue Ads,DCCC-Democratic Congressional Campaign Committee 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/DCCC-Democratic Congressional Campaign Committee 2018,,KPNX
2018,,Non-Candidate Issue Ads,AZ Republican Party 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/AZ Republican Party 2018,,KPNX
2018,,Non-Candidate Issue Ads,Save Native American Families 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families 2018,,KPNX
2018,,Non-Candidate Issue Ads,Majority Forward-Vote Vets 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018,,KPNX
2018,,State,Doug Ducey-AZRP 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018,,KPNX
2018,,State,David Garcia Governor AZ 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018,,KPNX
2018,,State,Steve Farley Governor AZ 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018,,KPNX
2018,,State,Katie Hobbs Secretary of State 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018,,KPNX
2018,,State,AZDP- January Contreas Attorney General 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/AZDP- January Contreas Attorney General 2018,,KPNX
2018,,State,Doug Ducey Governor AZ 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018,,KPNX
2018,,State,Mark Brnovich Attorney General 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Mark Brnovich Attorney General 2018,,KPNX
2018,,State,Steve Gaynor Secretary of State 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018,,KPNX
