Path,Result
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 24.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 25.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 26.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 27.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 28.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 29.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 30.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 31.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 32.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 33.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 34.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 35.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 5.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 6.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 7.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 8.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 9.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018/ISS Defend Arizona 23.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/DSCC 1640183 1 OCT 2018.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/DSCC-IE NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/ISS DSCC IE 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/ISS DSCC IE 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/ISS DSCC IE 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/ISS DSCC IE 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/ISS DSCC IE 5.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/ISS DSCC IE 6.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/ISS DSCC IE 7.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/ISS DSCC IE 8.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018/ISS DSCC IE 9.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/House Majority Pac 2018/House Majority Pac NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/House Majority Pac 2018/ISS House Majority PAC 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/House Majority Pac 2018/ISS House Majority PAC 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward 2018/Majority Forward NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Fordward Vote Vets 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Fordward Vote Vets 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Fordward Vote Vets 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 10.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 11.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 12.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 13.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 5.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 6.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 7.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 8.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/ISS Majority Forward 9.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018/Majority Forward-Vote Vets NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE 2018/ISS NRCC IE.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE 2018/NRCC IE 1588122 Apr 17-Apr 24.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE 2018/NRCC KPNX April 2018 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE 2018/NRCC-IE NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 10.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 11.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 12.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 5.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 6.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 7.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 8.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/National Republican Senatorial Committee 9.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018/NRSC-IE NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018/ISS One Nation 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018/ISS One Nation 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018/ISS One Nation 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018/ISS One Nation 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018/One Nation Invoice June 2018.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018/One Nation NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA 2018/ISS Patriot Majority 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA 2018/ISS Patriot Majority 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA 2018/Patriot Majority USA June 2018 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA 2018/Patriot Majority USA NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA 2018/Patriot MajorityUSA May 2018 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Red and Gold 2018/ISS Red and Gold 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Red and Gold 2018/ISS Red and Gold 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Red and Gold 2018/Red and Gold NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families 2018/ISS Native American Families 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families 2018/ISS Native American Families 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families 2018/ISS Native American Families 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families 2018/Save Native American Families NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Senate Majority Pac 2018/Senate Majority Pac NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018/ISS Tax March 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018/ISS Tax March 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018/ISS Tax March 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018/Tax March 1587629 Apr 19-Apr 25.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018/Tax March 4_13-4_181586916.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018/Tax March INV 1583406 1 Apr 2018.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018/Tax March INV 1586916 1 April 2018.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018/Tax March INV 1587629 1 April 2018.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018/Tax March NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce 2018/ISS US Chamber of Commerce 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce 2018/ISS US Chamber of Commerce 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce 2018/US Chamber NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Working Families Party Ind Expenditure Committee 2018/ISS Working Families Party 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Working Families Party Ind Expenditure Committee 2018/ISS Working Families Party 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Working Families Party Ind Expenditure Committee 2018/Working Families KPNX April Invoices 2018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Working Families Party Ind Expenditure Committee 2018/Working Families Party NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/AZDP- January Contreas Attorney General 2018/POL AZDP January Contreas 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/AZDP- January Contreas Attorney General 2018/POL AZDP January Contreas 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/AZDP- January Contreas Attorney General 2018/POL AZDP January Contreas 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/AZDP- January Contreas Attorney General 2018/POL AZDP January Contreas 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/AZDP- January Contreas Attorney General 2018/POL AZDP January Contreas 5.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/Garcia NAB General Election.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/Garcia NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 10.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 11.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 12.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 13.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 14.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 5.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 6.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 7.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 8.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018/POL David Garcia D Gov AZ 9.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/Ducey 2018 NAB General Election.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/Ducey 2018 NAB Primary.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 10.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 11.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 12.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 13.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 5.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 6.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 7.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 8.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018/POL Doug Ducey R Gov AZ 9.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018/Ducey AZRP NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018/POL Doug Ducey AZRP R Gov 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018/POL Doug Ducey AZRP R Gov 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018/POL Doug Ducey AZRP R Gov 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018/POL Doug Ducey AZRP R Gov 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018/POL Doug Ducey AZRP R Gov 5.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018/POL Doug Ducey AZRP R Gov 6.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018/POL Doug Ducey AZRP R Gov 7.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018/POL Doug Ducey AZRP R Gov 8.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018/POL Doug Ducey AZRP R Gov 9.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/Katie Hobbs NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 10.pdf,Not an order file.
