Path,Result
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 11.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 12.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 13.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 14.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 15.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 16.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 5.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 6.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 7.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 8.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018/POL Katie Hobbs D ST Other 9.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Mark Brnovich Attorney General 2018/POL Mark Brnovich R Attorney General.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018/Farley 1641940 1 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018/Farley 2018 1636198 1 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018/Farley 2018 1636198 2 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018/Farley 2018 1637378 1 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018/Farley NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018/POL Steve Farley D Gov AZ 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018/POL Steve Farley D Gov AZ 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018/POL Steve Farley D Gov AZ 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018/POL Steve Farley D Gov AZ 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/Gaynor NAB (Revised).pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/POL Steve Gaynor R ST Other 1.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/POL Steve Gaynor R ST Other 2.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/POL Steve Gaynor R ST Other 3.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/POL Steve Gaynor R ST Other 4.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/POL Steve Gaynor R ST Other 5.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/POL Steve Gaynor R ST Other 6.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/POL Steve Gaynor R ST Other 7.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/POL Steve Gaynor R ST Other 8.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/POL Steve Gaynor R ST Other 9.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018/Steve Gaynor NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran For Congress/DCCC Tom OHalleran - NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran For Congress/KSAZ - DCCC Tom OHalleran 803967.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran For Congress/KSAZ - DCCC Tom OHalleran 804005.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ - Stanton For Congress 815107.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress --  820829.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 804756.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 805662.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 809119.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 816843.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 818408.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 819637.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/Hiral Tipirneni -- cover sheet.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/Hiral Tipirneni -- NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral  Tiperneni -- 819338.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral  Tiperneni -- 821059.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 767195.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 767833.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 768082.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 768580-.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 768981.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 805824.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 809305.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 814389.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 816774.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 818386.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tiperneni -- 819310.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tipirneni -- 755735.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tipirneni -- 760398.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tipirneni -- 763912.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tipirneni -- 764909.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tipirneni -- 766252.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ -- Hiral Tipirneni -- 766792.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KSAZ --Hiral Tiperneni -- 768344.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/NRCC Lesko For Congress/KSAZ - Lesko For Congress - NRCC -- 819360.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/NRCC Lesko For Congress/KSAZ - Lesko For Congress - NRCC -- 819590.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/NRCC Lesko For Congress/KSAZ -- NRCC Lesko -- 758228.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/NRCC Lesko For Congress/KSAZ -- NRCC Lesko -- 767557.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Ruben Gallego -- Dem - District 7/Gallego for Arizona - NAB.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Ruben Gallego -- Dem - District 7/KSAZ -- Gallego for Arizona -- 796486.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Ruben Gallego -- Dem - District 7/KSAZ -- Gallego For AZ -- 814068.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Steve Ferrara -- Rep - District 9/KSAZ -- Steve  Ferrara For Congress -- 814823.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Steve Ferrara -- Rep - District 9/KSAZ -- Steve Ferra For Congress -- 818374.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Steve Ferrara -- Rep - District 9/KSAZ -- Steve Ferrara -- 819732.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Steve Ferrara -- Rep - District 9/KSAZ -- Steve Ferrara For Congress -- 809029.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Steve Ferrara -- Rep - District 9/KSAZ -- Steve Ferrara For Congress -- 816732.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Tiffany Shedd -- Rep - District 1/KSAZ -- Tiffany Shedd for Congress -- 799780.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Tom OHalleran -- Dem - District 1/KSAZ - Tom O'Halleran for Congress -- #803405.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Tom OHalleran -- Dem - District 1/KSAZ - Tom O'Halleran for Congress -- #803407.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Tom OHalleran -- Dem - District 1/KSAZ - Tom O'Halleran for Congress -- #818419.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Tom OHalleran -- Dem - District 1/KSAZ -- Tom O'Halleran for Congress -- 816882.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Tom OHalleran -- Dem - District 1/Tom O'Halleran for Congress -- KSAZ #804834.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Tom OHalleran -- Dem - District 1/Tom O'Halleran for Congress -- KSAZ #806401.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Tom OHalleran -- Dem - District 1/Tom O'Halleran for Congress -- KSAZ #809013.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Tom OHalleran -- Dem - District 1/Tom O'Halleran for Congress -- KSAZ #815088.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Wendy Rogers for Congress/KSAZ - Wendy Rogers for Congress -- #817236.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US House/Wendy Rogers for Congress/KSAZ - Wendy Rogers for Congress -- NAB Form.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/DSCC - Sinema For Arizona/KSAZ - DSCC - Sinema For Arizona - 811666.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/DSCC - Sinema For Arizona/KSAZ - DSCC - Sinema For AZ NAB.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/DSCC - Sinema For Arizona/KSAZ - DSCC-Sinema for Arizona -- #819766.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ - McSally for US Senate -- 800926.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ - McSally for US Senate -- 802579.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ - McSally for US Senate -- 803930.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ - McSally for US Senate -- 806172.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally for US Senate -- 796268.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally for US Senate -- 797514.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 816052.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 816139.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 816899.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 818394.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 818402.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 818434.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 818782.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 819046.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 819588.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 819680.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 819685.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 820205.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 820211.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 821691.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 821697.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ -- McSally For US Senate -- 822192.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate/KSAZ-TV McSally for US Senate NAB.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/NRSC - McSally For US Senate/KSAZ - NRSC - McSally US Senate - 814843.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/NRSC - McSally For US Senate/KSAZ - NRSC - McSally US Senate -- 807515.pdf,Success
