Cycle,District,Jurisdiction,Name,Path,Race,Station,Party,NameSimpl,MatchedName
2018,AZ 09,Federal,STEVE FERRARA FOR CONGRESS AZ 09,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 09/STEVE FERRARA FOR CONGRESS AZ 09,House,KTVK,,STEVE FERRARA    09,STEVE FERRARA - US CONGRESS AS-09
2018,,Non-Candidate Issue Ads,AFSCME PEOPLE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/AFSCME PEOPLE,,KTVK,,AFSCME PEOPLE,AFSCME People Pac
2018,,Non-Candidate Issue Ads,AZ EDUCATION PROJECT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ EDUCATION PROJECT,,KTVK,,ARIZONA EDUCATION PROJECT,ARIZONA EDUCATION PROJECT
2018,,Non-Candidate Issue Ads,AZ FOR FREEDOM,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ FOR FREEDOM,,KTVK,,ARIZONA FOR FREEDOM,Arizona for Freedom
2018,,Non-Candidate Issue Ads,AZ REPUBLICAN PARTY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ REPUBLICAN PARTY,,KTVK,Republican,ARIZONA REPUBLICAN PARTY,Arizona Republican Party
2018,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/DCCC,House,KTVK,Democrat,Democratic Congressional Campaign Committee,DCCC
2018,,Non-Candidate Issue Ads,DEFEND ARIZONA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/DEFEND ARIZONA,,KTVK,,DEFEND ARIZONA,Defend AZ
2018,,Non-Candidate Issue Ads,DSCC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE,Senate,KTVK,Democrat,DSCC IE,DSCC
2018,,Non-Candidate Issue Ads,HOUSE MAJORITY PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/HOUSE MAJORITY PAC,House,KTVK,,HOUSE MAJORITY PAC,House Majority
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD,,KTVK,,MAJORITY FORWARD,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD VOTE VETS PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD VOTE VETS PAC,,KTVK,,MAJORITY FORWARD VOTE VETS PAC,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,NRCC - AZ 08,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRCC - AZ 08,House,KTVK,Republican,NRCC   ARIZONA 08,NRCC - AZ 08
2018,,Non-Candidate Issue Ads,NRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC,Senate,KTVK,Republican,NRSC,NRSC
2018,,Non-Candidate Issue Ads,NRSC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,Senate,KTVK,Republican,NRSC,NRSC
2018,,Non-Candidate Issue Ads,ONE NATION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/ONE NATION,,KTVK,,ONE NATION,One Nation
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,,KTVK,,PATRIOT MAJORITY USA,Patriot Majority
2018,,Non-Candidate Issue Ads,RED AND GOLD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/RED AND GOLD,,KTVK,,RED AND GOLD,Red and Gold
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,Governor,KTVK,Republican,Republican Governors Association ARIZONA PAC,Republican Governors Association
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KTVK,,TAX MARCH,Tax March
2018,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,,KTVK,,US CHAMBER OF COMMERCE,US Chamber of Commerce
2018,,Non-Candidate Issue Ads,VOTE VETS ACTION FUND - MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/VOTE VETS ACTION FUND - MAJORITY FORWARD,,KTVK,,VOTE VETS ACTION FUND   MAJORITY FORWARD,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,WORKING FAMILIES,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/WORKING FAMILIES,,KTVK,,WORKING FAMILIES,Working Families Party IE
2018,,State,AZ DEM PARTY JANUARY CONTRERAS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/AZ DEM PARTY JANUARY CONTRERAS,,KTVK,Democrat,  JANUARY CONTRERAS,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION
2018,,State,AZ DEMS ON BEHALF OF KATIE HOBBS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/AZ DEMS ON BEHALF OF KATIE HOBBS,,KTVK,Democrat,  ON  KATIE HOBBS,Katie Hobbs for Secretary of State
2018,,State,AZ REP PARTY FOR MARCK BRNOVICH ATY GENERAL,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/AZ REP PARTY FOR MARCK BRNOVICH ATY GENERAL,Attorney General,KTVK,Republican,   MARCK BRNOVICH ,Arizona Republican Party - Mark Brnovich for AZ
2018,,State,D DUCEY AZRP,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/D DUCEY AZRP,,KTVK,Republican,D DUCEY  ,D DUCEY AZRP
2018,,State,D DUCEY R GOV AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/D DUCEY R GOV AZ,Governor,KTVK,Republican,D DUCEY ,D DUCEY AZRP
2018,,State,DAVID GARCIA D GOV AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/DAVID GARCIA D GOV AZ,Governor,KTVK,Democrat,DAVID GARCIA ,Garcia for Governor - GENERAL ELECTION
2018,,State,DAVID VALENZUELA FOR PHX MAYOR,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/DAVID VALENZUELA FOR PHX MAYOR,Mayor,KTVK,,DAVID VALENZUELA   ,Valenzuela Democrat Mayor
2018,,State,KATE GALLEGO FOR PHOENIX MAYOR,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/KATE GALLEGO FOR PHOENIX MAYOR,Mayor,KTVK,,KATE GALLEGO   ,Gallego for Mayor
2018,,State,KATHY HOFFMAN STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/KATHY HOFFMAN STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,Superintendent of Public Instruction,KTVK,,KATHY HOFFMAN  OF PUBLIC INSTRUCTION,KATHY HOFFMAN STATE SUPERINTENDENT OF PUBLIC INSTRUCTION
2018,,State,KATIE HOBBS SEC OF STATE AZ DEM PARTY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY,Secretary of State,KTVK,Democrat,KATIE HOBBS   ,Katie Hobbs for Secretary of State
2018,,State,MARK BRNOVICH R ATTORNEY GENERAL,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/MARK BRNOVICH R ATTORNEY GENERAL,Attorney General,KTVK,Republican,MARK BRNOVICH,Arizona Republican Party - Mark Brnovich for AZ
2018,,State,MARK MANOIL D  AZ STATE TREASURER,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/MARK MANOIL D  AZ STATE TREASURER,State Treasurer,KTVK,Democrat,MARK MANOIL   ,Manoil Democrat State Treasurer - GENERAL ELECTION
2018,,State,STEVE FARLEY D GOV AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/STEVE FARLEY D GOV AZ,Governor,KTVK,Democrat,STEVE FARLEY ,Farley for Governor - PRIMARY ELECTION
2018,,State,STEVE GAYNOR FOR AZ SEC OF STATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/STEVE GAYNOR FOR AZ SEC OF STATE,Secretary of State,KTVK,,STEVE GAYNOR   ,Gaynor for AZ Secretary of State - GENERAL ELECTION
2018,,Federal,American Civil Liberties Union Inc - ACLU AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Federal/US Senate/American Civil Liberties Union Inc - ACLU AZ,,KTVW-DT,,American Civil Liberties Union Inc   ACLU ,American Civil Liberties Union Inc - ACLU AZ
2018,,Federal,Sinema for Arizona - US Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Federal/US Senate/Sinema for Arizona - US Senate,Senate,KTVW-DT,,Sinema    ,Kyrsten Sinema
2018,,Non-Candidate Issue Ads,cult Insights- Mi Familia Vota,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/cult Insights- Mi Familia Vota,,KTVW-DT,,cult Insights  Mi Familia Vota,cult Insights- Mi Familia Vota
2018,,Non-Candidate Issue Ads,KTVW Latino Vote,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/KTVW Latino Vote,,KTVW-DT,,KTVW Latino Vote,LATINO VOTE
2018,,Non-Candidate Issue Ads,People for the American Way -KTVW,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/People for the American Way -KTVW,,KTVW-DT,,People for the American Way  KTVW,PFAW
2018,,Non-Candidate Issue Ads,Tom Steyer- Impeach Trump,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer- Impeach Trump,,KTVW-DT,,Tom Steyer  Impeach Trump,Tom Steyer- Impeach Trump
2018,,State,Invoices for David Garcia,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ/Invoices for David Garcia,KTVW  David Garcia for AZ GOV of AZ,KTVW-DT,,Invoices  David Garcia,Garcia for Governor - GENERAL ELECTION
2018,,State,Invoices for David Garcia,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ/Invoices for David Garcia,KTVW AZ Education Assoc-Teacher Walkout,KTVW-DT,,Invoices  David Garcia,Garcia for Governor - GENERAL ELECTION
2018,,State,Invoices for David Garcia,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ/Invoices for David Garcia,KTVW Doug Ducey for GOV of AZ  2018,KTVW-DT,,Invoices  David Garcia,Garcia for Governor - GENERAL ELECTION
2018,,State,Invoices for David Garcia,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ/Invoices for David Garcia,KTVW- Sears for AZ,KTVW-DT,,Invoices  David Garcia,Garcia for Governor - GENERAL ELECTION
2018,,State,Invoices for David Garcia,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ/Invoices for David Garcia,Women Vote,KTVW-DT,,Invoices  David Garcia,Garcia for Governor - GENERAL ELECTION
2018,,Federal,DSCC - Sinema For Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Federal/US Senate/DSCC - Sinema For Arizona,Senate,KUTP,Democrat,   Sinema  ,Kyrsten Sinema
2018,,Federal,McSally for US Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Federal/US Senate/McSally for US Senate,Senate,KUTP,,McSally ,McSally for Senate
2018,,Federal,Sinema For Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona,,KUTP,,Sinema  ,Kyrsten Sinema
2018,,Non-Candidate Issue Ads,45 Committee,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/45 Committee,,KUTP,,45 Committee,45 Committe PAC
2018,,Non-Candidate Issue Ads,AFSCME People,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/AFSCME People,,KUTP,,AFSCME People,AFSCME People Pac
2018,,Non-Candidate Issue Ads,Arizona Education Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Association,,KUTP,,Arizona Education Association,Arizona Education Association
2018,,Non-Candidate Issue Ads,Arizona For Freedom,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona For Freedom,,KUTP,,Arizona For Freedom,Arizona for Freedom
2018,,Non-Candidate Issue Ads,Arizona Republican Party - AZGOP,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona Republican Party - AZGOP,,KUTP,Republican,Arizona Republican Party   ARIZONAGOP,Arizona Republican Party
2018,,Non-Candidate Issue Ads,Arizonans For Affordable Electricity,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizonans For Affordable Electricity,,KUTP,,Arizonans For Affordable Electricity,Arizonans for Affordable Electricity
2018,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC,House,KUTP,Democrat,Democratic Congressional Campaign Committee,DCCC
2018,,Non-Candidate Issue Ads,Defend Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona,,KUTP,,Defend Arizona,Defend AZ
2018,,Non-Candidate Issue Ads,DSCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/DSCC,Senate,KUTP,Democrat,DSCC,DSCC
2018,,Non-Candidate Issue Ads,House Majority PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/House Majority PAC,House,KUTP,,House Majority PAC,House Majority
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KUTP,,Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,Majority Forward  Vote Vets PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC,,KUTP,,Majority Forward  Vote Vets PAC,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,NRSC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE,Senate,KUTP,Republican,NRSC IE,NRSC
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KUTP,,One Nation,One Nation
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,,KUTP,,Patriot Majority USA,Patriot Majority
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KUTP,,Red and Gold,Red and Gold
2018,,Non-Candidate Issue Ads,Tax March,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Tax March,,KUTP,,Tax March,Tax March
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,,KUTP,,US Chamber of Commerce,US Chamber of Commerce
2018,,Non-Candidate Issue Ads,Vote Vets - Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Vote Vets - Majority Forward,,KUTP,,Vote Vets   Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,State,Arizona Republican Prty - D Ducey For Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/State/Arizona Republican Prty - D Ducey For Governor,Governor,KUTP,Republican,   Ducey  ,D DUCEY AZRP
2018,,State,AZ Democratic Party - January for AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/State/AZ Democratic Party - January for AG,Attorney General,KUTP,Democrat,    January  ,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION
2018,,State,CHISPA AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/State/CHISPA AZ PAC,,KUTP,,CHISPA  PAC,CHISPA AZ PAC
2018,,State,David Garcia for Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/State/David Garcia for Governor,Governor,KUTP,,David Garcia  ,Garcia for Governor - GENERAL ELECTION
2018,,State,Doug Ducey For Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/State/Doug Ducey For Governor,Governor,KUTP,,Doug Ducey  ,D DUCEY AZRP
2018,,State,Katie Hobbs For SOS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/State/Katie Hobbs For SOS,Secretary of State,KUTP,,Katie Hobbs   ,Katie Hobbs for Secretary of State
2018,,State,Steve Farley for Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/State/Steve Farley for Governor,Governor,KUTP,,Steve Farley  ,Farley for Governor - PRIMARY ELECTION
2018,,State,Steve Gaynor for AZ SOS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/State/Steve Gaynor for AZ SOS,Secretary of State,KUTP,,Steve Gaynor    ,Gaynor for AZ Secretary of State - GENERAL ELECTION
2018,,Federal,DSCC - Kyrsten Sinema,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US Senate/DSCC - Kyrsten Sinema,Senate,KAZT-TV,Democrat,   Kyrsten Sinema,Kyrsten Sinema
2018,,Federal,Kyrsten Sinema,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema,,KAZT-TV,,Kyrsten Sinema,Kyrsten Sinema
2018,,Federal,McSally for Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate,Senate,KAZT-TV,,McSally  ,McSally for Senate
2018,,Non-Candidate Issue Ads,AFSCME People,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/AFSCME People,,KAZT-TV,,AFSCME People,AFSCME People Pac
2018,,Non-Candidate Issue Ads,Arizona Education Project,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Project,,KAZT-TV,,Arizona Education Project,ARIZONA EDUCATION PROJECT
2018,,Non-Candidate Issue Ads,Chispa AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Chispa AZ PAC,,KAZT-TV,,Chispa ARIZONA PAC,Chispa AZ PAC
2018,,Non-Candidate Issue Ads,Citizens for Fair Tax,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Citizens for Fair Tax,,KAZT-TV,,Citizens for Fair Tax,Citizens for Fair Tax Policy - GENERAL
2018,,Non-Candidate Issue Ads,Clean Energy for a Healthy Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona,,KAZT-TV,,Clean Energy for a Healthy Arizona,Clean Energy for a Healthy Arizona
2018,,Non-Candidate Issue Ads,Defend Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona,,KAZT-TV,,Defend Arizona,Defend AZ
2018,,Non-Candidate Issue Ads,Democratic Congressional Campaign,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign,House,KAZT-TV,Democrat,Democratic Congressional Campaign,DCCC
2018,,Non-Candidate Issue Ads,DSCC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE,Senate,KAZT-TV,Democrat,DSCC,DSCC
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KAZT-TV,,Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,National Republican Senatorial Committee-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE,,KAZT-TV,,NRSC IE,NRSC
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KAZT-TV,,One Nation,One Nation
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,,KAZT-TV,,Patriot Majority USA,Patriot Majority
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KAZT-TV,,Red and Gold,Red and Gold
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,Governor,KAZT-TV,Republican,Republican Governors Association ARIZONA PAC,Republican Governors Association
2018,,Non-Candidate Issue Ads,Tax March,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Tax March,,KAZT-TV,,Tax March,Tax March
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund - Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund - Majority Forward,,KAZT-TV,,Vote Vets Action Fund   Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,Vote Vets PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets PAC,,KAZT-TV,,Vote Vets PAC,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,Vote Vets PAC-Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets PAC-Majority Forward,,KAZT-TV,,Vote Vets PAC Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,Yes For Ed AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Yes For Ed AZ,,KAZT-TV,,Yes For Ed ARIZONA,Yes For Ed AZ
2018,,State,Arizona Democratic Party Katie Hobbs,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/State/Arizona Democratic Party Katie Hobbs,,KAZT-TV,Democrat,  Katie Hobbs,Katie Hobbs for Secretary of State
2018,,State,Arizona Democratice Party January,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/State/Arizona Democratice Party January,,KAZT-TV,Democrat,  January,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION
2018,,State,Doug Ducey,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/State/Doug Ducey,,KAZT-TV,,Doug Ducey,D DUCEY AZRP
2018,,State,Farley for Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/State/Farley for Governor,Governor,KAZT-TV,,Farley  ,Farley for Governor - PRIMARY ELECTION
2018,,State,Mark Brnovich,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/State/Mark Brnovich,,KAZT-TV,,Mark Brnovich,Arizona Republican Party - Mark Brnovich for AZ
2018,,State,Steve Gaynor for SoS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/State/Steve Gaynor for SoS,Secretary of State,KAZT-TV,,Steve Gaynor   ,Gaynor for AZ Secretary of State - GENERAL ELECTION
2018,,Federal,McSally 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Federal/US Senate/McSally 2018,,KPNX,,McSally ,McSally for Senate
2018,,Federal,McSally-NRSC 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Federal/US Senate/McSally-NRSC 2018,Senate,KPNX,Republican,McSally  ,McSally for Senate
