Cycle,District,Jurisdiction,Name,Path,Race,Station,Party,NameSimpl,MatchedName
2014,,Non-Candidate Issue Ads,Restore Arizonas Future,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Restore Arizonas Future,,KPHO-TV,,Restore Arizonas Future,Restore Arizonas Future
2014,,Non-Candidate Issue Ads,Restore Education Funding Now,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Restore Education Funding Now,,KPHO-TV,,Restore Education Funding Now,Restore Education Funding Now
2014,,Non-Candidate Issue Ads,Revitalize Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Revitalize Arizona,,KPHO-TV,,Revitalize Arizona,Revitalize Arizona
2014,,Non-Candidate Issue Ads,RGA Arizona Pac,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/RGA Arizona Pac,Governor,KPHO-TV,Republican,Republican Governors Association Arizona Pac,RGA Arizona Pac
2014,,Non-Candidate Issue Ads,Save Our Future Now,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Save Our Future Now,,KPHO-TV,,Save Our Future Now,Save Our Future Now
2014,,Non-Candidate Issue Ads,Stand for Children,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Stand for Children,,KPHO-TV,,Stand for Children,Stand for Children
2014,,Non-Candidate Issue Ads,TUSK,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/TUSK,,KPHO-TV,,TUSK,TUSK
2014,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/US Chamber of Commerce,,KPHO-TV,,US Chamber of Commerce,US Chamber of Commerce
2014,,Non-Candidate Issue Ads,Yes on 480,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Yes on 480,,KPHO-TV,,Yes on 480,Yes on 480
2014,,Non-Candidate Issue Ads,Young Guns Network,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/Non-Candidate Issue Ads/Young Guns Network,,KPHO-TV,,Young Guns Network,Young Guns Network
2014,,State,Brnovich,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Brnovich,Attorney General,KPHO-TV,,Brnovich,Brnovich
2014,,State,Horne,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Horne,Attorney General,KPHO-TV,,Horne,Horne
2014,,State,Rotellini,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Rotellini,Attorney General,KPHO-TV,,Rotellini,Rotellini
2014,,State,Brnovich,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Brnovich,Governor,KPHO-TV,,Brnovich,Brnovich
2014,,State,Horne,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Horne,Governor,KPHO-TV,,Horne,Horne
2014,,State,Rotellini,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Rotellini,Governor,KPHO-TV,,Rotellini,Rotellini
2014,,State,Brnovich,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Brnovich,Secretary of State,KPHO-TV,,Brnovich,Brnovich
2014,,State,Horne,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Horne,Secretary of State,KPHO-TV,,Horne,Horne
2014,,State,Rotellini,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Rotellini,Secretary of State,KPHO-TV,,Rotellini,Rotellini
2014,,State,Brnovich,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Brnovich,Superindintendent of Public Education,KPHO-TV,,Brnovich,Brnovich
2014,,State,Horne,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Horne,Superindintendent of Public Education,KPHO-TV,,Horne,Horne
2014,,State,Rotellini,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2014/State/Attorney General/Rotellini,Superindintendent of Public Education,KPHO-TV,,Rotellini,Rotellini
2014,,State,ADELSTEINLISTON,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2014/Local/ADELSTEINLISTON,,KTAZ,,ADELSTEINLISTON,ADELSTEINLISTON
2014,,State,FELECIA ROTELLINI,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2014/Local/FELECIA ROTELLINI,,KTAZ,,FELECIA ROTELLINI,Rotellini
2014,AZ-01,Federal,ANDY TOBIN FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Federal/US House/AZ-01/ANDY TOBIN FOR CONGRESS,House,KTVK,,ANDY TOBIN  ,Tobin for Congress
2014,AZ-01,Federal,DCCC KIRKPATRACK FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Federal/US House/AZ-01/DCCC KIRKPATRACK FOR CONGRESS,House,KTVK,Democrat, KIRKPATRACK  ,Kirkpatrick for Congress
2014,AZ-01,Federal,KIRKPATRICK FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Federal/US House/AZ-01/KIRKPATRICK FOR CONGRESS,House,KTVK,,KIRKPATRICK  ,Kirkpatrick for Congress
2014,AZ-01,Federal,NRCCTOBIN R CON AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Federal/US House/AZ-01/NRCCTOBIN R CON AZ,House,KTVK,Republican,TOBINCON ,NRCCTOBIN R CON AZ
2014,AZ-09,Federal,SINEMA FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Federal/US House/AZ-09/SINEMA FOR CONGRESS,House,KTVK,,SINEMA  ,Sinema
2014,AZ-09,Federal,WENDY ROGERS FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Federal/US House/AZ-09/WENDY ROGERS FOR CONGRESS,House,KTVK,,WENDY ROGERS  ,WENDY ROGERS FOR CONGRESS
2014,,Non-Candidate Issue Ads,60 PLUS ASSOCIATION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/60 PLUS ASSOCIATION,,KTVK,,60 PLUS ASSOCIATION,60 Plus Association
2014,,Non-Candidate Issue Ads,ALLIANCE FOR SOLAR CHOICE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/ALLIANCE FOR SOLAR CHOICE,,KTVK,,ALLIANCE FOR SOLAR CHOICE,Alliance for Solar Choice
2014,,Non-Candidate Issue Ads,AMERICAN ACTION NETWORK,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/AMERICAN ACTION NETWORK,,KTVK,,AMERICAN ACTION NETWORK,American Action Network
2014,,Non-Candidate Issue Ads,AMERICAN ENCORE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/AMERICAN ENCORE,,KTVK,,AMERICAN ENCORE,American Encore
2014,,Non-Candidate Issue Ads,ARIZONAS LEGACY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/ARIZONAS LEGACY,,KTVK,,ARIZONAS LEGACY,Arizonas Legacy
2014,,Non-Candidate Issue Ads,AZ ASSC REALTORS LDSHP,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/AZ ASSC REALTORS LDSHP,,KTVK,,ARIZONA Association REALTORS LDSHP,Arizona Association of Realtors Leaders
2014,,Non-Candidate Issue Ads,AZ BUSINESS COALITION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/AZ BUSINESS COALITION,,KTVK,,ARIZONA BUSINESS COALITION,AZ BUSINESS COALITION
2014,,Non-Candidate Issue Ads,BETTER LEADERS FOR ARIZONA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/BETTER LEADERS FOR ARIZONA,,KTVK,,BETTER LEADERS FOR ARIZONA,Better Leaders for Arizona
2014,,Non-Candidate Issue Ads,CITIZENS PHX PENSION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/CITIZENS PHX PENSION,,KTVK,,CITIZENS PHOENIX PENSION,Citizens for Phoenix Pensions
2014,,Non-Candidate Issue Ads,CONSERVATIVE LEADERSHIP FOR AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/CONSERVATIVE LEADERSHIP FOR AZ,,KTVK,,CONSERVATIVE LEADERSHIP FOR ARIZONA,Better Leaders for Arizona
2014,,Non-Candidate Issue Ads,DCCC 2014,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/DCCC 2014,House,KTVK,Democrat,Democratic Congressional Campaign Committee ,DCCC
2014,,Non-Candidate Issue Ads,FIREFIGHTERS IN OPP OF PROP 487,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/FIREFIGHTERS IN OPP OF PROP 487,,KTVK,,FIREFIGHTERS IN OPP OF PROP 487,Firefighters in Opposition to Prop 487
2014,,Non-Candidate Issue Ads,FREE ENTERPRISE CLUB,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/FREE ENTERPRISE CLUB,,KTVK,,FREE ENTERPRISE CLUB,Free Enterprise Club
2014,,Non-Candidate Issue Ads,GRAND CANYON COMM JUSTICE FAIRNESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/GRAND CANYON COMM JUSTICE FAIRNESS,,KTVK,,GRAND CANYON COMM JUSTICE FAIRNESS,Grand Canyon Committee For Justice
2014,,Non-Candidate Issue Ads,HOUSE MAJORITY PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/HOUSE MAJORITY PAC,House,KTVK,,HOUSE MAJORITY PAC,House Majority Pac
2014,,Non-Candidate Issue Ads,NRCC 2014,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/NRCC 2014,House,KTVK,Republican,NRCC ,NRCC
2014,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,,KTVK,,PATRIOT MAJORITY USA,Patriot Majority Pac
2014,,Non-Candidate Issue Ads,REPUB ATTY GEN ASSOC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/REPUB ATTY GEN ASSOC,,KTVK,,REPUB ATTY GENERAL ASSOC,REPUB ATTY GEN ASSOC
2014,,Non-Candidate Issue Ads,RESTORE AZS FUTURE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/RESTORE AZS FUTURE,,KTVK,,RESTORE ARIZONAS FUTURE,Restore Arizonas Future
2014,,Non-Candidate Issue Ads,RESTORE EDU FUND NOW,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/RESTORE EDU FUND NOW,,KTVK,,RESTORE EDU FUND NOW,Restore Education Funding Now
2014,,Non-Candidate Issue Ads,REVITALIZE ARIZONA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/REVITALIZE ARIZONA,,KTVK,,REVITALIZE ARIZONA,Revitalize Arizona
2014,,Non-Candidate Issue Ads,RGA ARIZONA PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/RGA ARIZONA PAC,Governor,KTVK,Republican,Republican Governors Association ARIZONA PAC,RGA Arizona Pac
2014,,Non-Candidate Issue Ads,SAVE OUR FUTURE NOW,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/SAVE OUR FUTURE NOW,,KTVK,,SAVE OUR FUTURE NOW,Save Our Future Now
2014,,Non-Candidate Issue Ads,STAND FOR CHILDREN,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/STAND FOR CHILDREN,,KTVK,,STAND FOR CHILDREN,Stand for Children
2014,,Non-Candidate Issue Ads,STAND FOR CHILDREN SRCP,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/STAND FOR CHILDREN SRCP,,KTVK,,STAND FOR CHILDREN SRCP,Stand for Children
2014,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,,KTVK,,US CHAMBER OF COMMERCE,US Chamber of Commerce
2014,,Non-Candidate Issue Ads,YES ON 480,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/YES ON 480,,KTVK,,YES ON 480,Yes on 480
2014,,Non-Candidate Issue Ads,YOUNG GUNS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/Non-Candidate Issue Ads/YOUNG GUNS,,KTVK,,YOUNG GUNS,Young Guns Network
2014,,State,F ROTELLINI AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/F ROTELLINI AG,Attorney General,KTVK,,F ROTELLINI ,Rotellini
2014,,State,MARK BRNOVICH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/MARK BRNOVICH,ATTORNEY GENERAL,KTVK,,MARK BRNOVICH,Brnovich
2014,,State,TOM HORNE AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/TOM HORNE AG,Attorney General,KTVK,,TOM HORNE ,Horne
2014,,State,F ROTELLINI AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/F ROTELLINI AG,Attorney General,KTVK,,F ROTELLINI ,Rotellini
2014,,State,MARK BRNOVICH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/MARK BRNOVICH,AZ SUPERINTENDENT,KTVK,,MARK BRNOVICH,Brnovich
2014,,State,TOM HORNE AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/TOM HORNE AG,Attorney General,KTVK,,TOM HORNE ,Horne
2014,,State,F ROTELLINI AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/F ROTELLINI AG,Attorney General,KTVK,,F ROTELLINI ,Rotellini
2014,,State,MARK BRNOVICH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/MARK BRNOVICH,Governor,KTVK,,MARK BRNOVICH,Brnovich
2014,,State,TOM HORNE AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/TOM HORNE AG,Attorney General,KTVK,,TOM HORNE ,Horne
2014,,State,F ROTELLINI AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/F ROTELLINI AG,Attorney General,KTVK,,F ROTELLINI ,Rotellini
2014,,State,MARK BRNOVICH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/MARK BRNOVICH,SECRETARY OF STATE,KTVK,,MARK BRNOVICH,Brnovich
2014,,State,TOM HORNE AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2014/State/ATTORNEY GENERAL/TOM HORNE AG,Attorney General,KTVK,,TOM HORNE ,Horne
2014,,Non-Candidate Issue Ads,AZ Association of Realtors Leadership Committee,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2014/Non-Candidate Issue Ads/AZ Association of Realtors Leadership Committee,,KTVW-DT,,ARIZONA Association of Realtors Leadership Committee,Arizona Association of Realtors Leaders
2014,,Non-Candidate Issue Ads,Political Invoices,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2014/Non-Candidate Issue Ads/Political Invoices,,KTVW-DT,,Political Invoices,Political Invoices
2014,,Non-Candidate Issue Ads,Revitalize AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2014/Non-Candidate Issue Ads/Revitalize AZ,,KTVW-DT,,Revitalize ARIZONA,Revitalize Arizona
2014,,Non-Candidate Issue Ads,RGA ARIZONA PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2014/Non-Candidate Issue Ads/RGA ARIZONA PAC,Governor,KTVW-DT,Republican,Republican Governors Association ARIZONA PAC,RGA Arizona Pac
2014,,State,Attorney General- Democratic,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2014/State/Arizona/Attorney General- Democratic,Attorney General,KTVW-DT,Democrat,  ic,Attorney General- Democratic
2014,,State,Michele Reagan,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2014/State/Arizona/Michele Reagan,Arizona,KTVW-DT,,Michele Reagan,Michele Reagan
2014,,State,Political Invoices,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2014/State/Arizona/Political Invoices,Arizona,KTVW-DT,,Political Invoices,Political Invoices
2014,,State,Revitalize AZ - Fred Duval,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2014/State/Arizona/Revitalize AZ - Fred Duval,Arizona,KTVW-DT,,Revitalize    Fred Duval,Revitalize AZ - Fred Duval
