Path,Result
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ -- 797292.pdf,contractsScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ -- 799814.pdf,contractsScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ -- 801698.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ -- 803422.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ -- 803433.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ -- 804542.pdf,contractsScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ -- 804745.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ -- 806403.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ -- 814018.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ -- 815134.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema For AZ -- SS NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP -- Sinema for AZ --798548.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP-Sinema for AZ-795787-REVISED.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/KUTP-Sinema for AZ-816566-.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona/Sinema for Congress - cover sheet.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/AFSCME People/KUTP -- AFSCME People -- 790719.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Association/Arizona Education Assoc -  NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona For Freedom/AZ For Freedom NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona Republican Party - AZGOP/KUTP -- AZ Republican Party -- 816083.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona Republican Party - AZGOP/KUTP -- AZ Republican party -- 816183.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC (Sage) - 2018 NAB Form.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC/KUTP -- DCCC -- 791658.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC/KUTP -- DCCC -- 791663.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC/KUTP -- DCCC -- 802879.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC/KUTP -- DCCC -- 803716.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC/KUTP -- DCCC -- 804954.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC/KUTP -- DCCC -- 804976.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC/KUTP -- DCCC -- 809503.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC/KUTP -- DCCC7 -- 91651.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/Defend Arizona cover sheet.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/Defend Arizona NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP - Defend Arizona -- 794957.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 794556.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 794564.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 794566.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 794939.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 794947.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 794951.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 794954.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 794959.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 798857.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 798985.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona/KUTP -- Defend Arizona -- 804404.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC  -IE NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DSCC/KUTP -- DSCC -- 802490.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DSCC/KUTP -- DSCC -- 802521.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DSCC/KUTP -- DSCC -- 802533.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DSCC/KUTP -- DSCC -- 802540.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/DSCC/KUTP -- DSCC -- 805947.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/House Majority PAC/HMP NAB-2018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/House Majority PAC/KUTP -- House Majority PAC -- 765709.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KUTP - Majority Forward - 790758.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KUTP -- Majority Forward -- 790673.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KUTP -- Majority Forward -- 790687.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KUTP -- Majority Forward -- 790697.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KUTP -- Majority Forward -- 790727.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KUTP -- Majority Forward -- 790827.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KUTP -- Majority Forward -- 790832.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KUTP -- Majority Forward -- 802607.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KUTP -- Majority Forward -- 805135.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/KUTP -- Majority Forward -- 809272.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Majority Forward -  2018 NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Majority Forward- cover sheet.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC/KUTP - Maj Forward Vote Vets - 765492.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC/KUTP - Maj Forward Vote Vets - 765581.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC/KUTP - Maj Forward Vote Vets - 818848.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/KUTP - NRSC-IE - 806458.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/KUTP -- NRSC-IE -- 791602.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/KUTP -- NRSC-IE -- 791605.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/KUTP -- NRSC-IE -- 791610.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/KUTP -- NRSC-IE -- 802912.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/KUTP -- NRSC-IE -- 804308.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/KUTP -- NRSC-IE -- 804311.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/KUTP -- NRSC-IE -- 805059.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/KUTP -- NRSC-IE -- 806241.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/NRSC IE- cover sheet.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE/NRSC-NAB-6.15.18.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation/KUTP -- One Nation -- 779807.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation/KUTP -- One Nation -- 790332.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation/KUTP -- One Nation -- 790824.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation/KUTP -- One Nation -- 799022.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation/One Nation cover sheet.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation/One Nation NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA/KUTP -- Patriot Majority USA -- 774262.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA/Patriot Majority cover sheet.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA/Patriot Majority NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/KUTP -- Red and Gold -- 796768.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/KUTP -- Red and Gold -- 798090.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold 2018 NAB - AZ.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Tax March/KUTP -- Tax March -- 765324.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Tax March/KUTP -- Tax March -- 767363.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Tax March/KUTP -- Tax March --767567.pdf,contractsScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Tax March/Tax March cover sheet.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce/KUTP -- US Chamber of Commerce -- 817817.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce/NAB-PB18 USC-AZ 2018.10.10.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Vote Vets - Majority Forward/KUTP -- Vote Vets -- 805418.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Vote Vets - Majority Forward/KUTP -- Vote Vets -- 805767.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/Non-Candidate Issue Ads/Vote Vets - Majority Forward/Vote Vets Action Fund - cover sheet.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Arizona Republican Prty - D Ducey For Governor/KUTP - AZ Rep Prty - D Ducey For Gov -- 793253.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Arizona Republican Prty - D Ducey For Governor/KUTP - AZ Rep Prty - D Ducey For Gov -- 793288.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Arizona Republican Prty - D Ducey For Governor/KUTP - AZ Rep Prty - D Ducey For Gov -- 794212.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Arizona Republican Prty - D Ducey For Governor/KUTP - AZ Rep Prty - D Ducey For Gov -- 803846.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Arizona Republican Prty - D Ducey For Governor/KUTP - AZ Rep Prty - D Ducey For Gov -- 805988.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Arizona Republican Prty - D Ducey For Governor/KUTP - AZ Rep Prty - D Ducey For Gov -- 809090.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Arizona Republican Prty - D Ducey For Governor/KUTP - AZ Rep Prty - D Ducey For Gov --814473.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/AZ Democratic Party - January for AG/AZ Dem Party auth Jan for AG #817209.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/AZ Democratic Party - January for AG/AZ Dem Party auth Jan for AG #818184.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/AZ Democratic Party - January for AG/AZ Dem Party auth January for AG - cover page.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/AZ Democratic Party - January for AG/AZ Dem Party auth January for AG - NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/AZ Democratic Party - January for AG/KUTP - AZ Dem Party auth. January for AG -- #819683.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/AZ Democratic Party - January for AG/KUTP - AZ Dem Party auth. January for AG -- #821845.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/CHISPA AZ PAC/Chispa NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/David Garcia for Governor/David Garcia for Gov NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/David Garcia for Governor/KUTP - David Garcia for GOV -- #818432.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/David Garcia for Governor/KUTP - David Garcia for GOV -- #821552.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/David Garcia for Governor/KUTP -- David Garcia for Gov --816865.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Doug Ducey For Governor/Doug Ducey For Governor cover sheet.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Doug Ducey For Governor/KUTP -- Doug Ducey AZ Gov -- 794195.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Doug Ducey For Governor/KUTP -- Doug Ducey AZ Gov -- 794212.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Doug Ducey For Governor/KUTP -- Doug Ducey For Governor -- 794199.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Doug Ducey For Governor/KUTP -- Doug Ducey For Governor -- 794205.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Doug Ducey For Governor/KUTP -- Doug Ducey For Governor -- 794210.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Doug Ducey For Governor/KUTP -- Doug Ducey For Governor -- 816771.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Katie Hobbs For SOS/Katie Hobbs NAB 20181004.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Katie Hobbs For SOS/KUTP -- Katie Hobbs For SOS -- 816682.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Katie Hobbs For SOS/KUTP -- Katie Hobbs For SOS -- 816812.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Katie Hobbs For SOS/KUTP -- Katie Hobbs For SOS -- 819344.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Katie Hobbs For SOS/KUTP -- Katie Hobbs For SOS -- 820437.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KUTP/Political Files/2018/State/Katie Hobbs For SOS/KUTP -- Katie Hobbs For SOS -- 821601.pdf,contracts Success
